@relation german
@attribute CHK_ACCT {'<0','0<=X<200','>=200','unknown'}
@attribute DURATION real
@attribute HISTORY {'no credits taken','all credits at this bank paid back duly','existing credits paid back duly till now','delay in paying off in the past','critical account'}
@attribute PURPOSE {'EMPTY','NEW_CAR','USED_CAR','FURNITURE','RADIO/TV','EDUCATION','RETRAINING'}
@attribute AMOUNT real
@attribute SAV_ACCT {'<100','100<=X<500','500<=X<1000','>=1000','unknown'}
@attribute EMPLOYMENT {'unemployed','<1','1<=X<4','4<=X<7','>=7'}
@attribute INSTALL_RATE real
@attribute MARITIAL {'EMPTY','MALE_DIV','MALE_SINGLE','MALE_MAR'}
@attribute CO-APPLICANT { y , n }
@attribute GUARANTOR { y , n }
@attribute TIME_RES {'Dummy','<=1','1<X<=2','2<X<=3','>=4'}
@attribute REAL_ESTATE { y , n }
@attribute PROP_NONE { y , n }
@attribute AGE real
@attribute OTHER_INSTALL { y , n }
@attribute HOUSE {'EMPTY','RENT','OWN_RES'}
@attribute NUM_CREDITS real
@attribute JOB {'unemployed/ unskilled  - non-resident','unskilled - resident','skilled employee / official','management/ self-employed/highly qualified employee/ officer'}
@attribute NUM_DEPEND real
@attribute TELEPHONE { y , n }
@attribute FOREIGN { y , n }
@attribute class { good , bad }
@data
'unknown',12,'critical account','RETRAINING',2292,'<100','unemployed',4,MALE_SINGLE,n,n,'1<X<=2',n,n,42,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',10,'existing credits paid back duly till now','NEW_CAR',1597,'500<=X<1000','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',n,y,40,n,RENT,1,'unskilled - resident',2,n,y,good
'<0',24,'existing credits paid back duly till now','NEW_CAR',1381,'unknown','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,n,35,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',36,'critical account','USED_CAR',5842,'<100','>=7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,35,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'<0',12,'existing credits paid back duly till now','NEW_CAR',2579,'<100','<1',4,MALE_SINGLE,n,n,'<=1',y,n,33,n,OWN_RES,1,'unskilled - resident',2,n,n,bad
'<0',18,'delay in paying off in the past','EDUCATION',8471,'unknown','1<=X<4',1,EMPTY,n,n,'1<X<=2',n,n,23,n,RENT,2,'skilled employee / official',1,y,n,good
'unknown',21,'existing credits paid back duly till now','NEW_CAR',2782,'500<=X<1000','4<=X<7',1,EMPTY,n,n,'1<X<=2',n,n,31,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'0<=X<200',18,'existing credits paid back duly till now','NEW_CAR',1042,'unknown','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',15,'existing credits paid back duly till now','NEW_CAR',3186,'>=1000','4<=X<7',2,EMPTY,n,n,'2<X<=3',n,n,20,n,RENT,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','USED_CAR',2028,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,30,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'critical account','NEW_CAR',958,'<100','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',y,n,47,n,OWN_RES,2,'unskilled - resident',2,n,n,good
'unknown',21,'delay in paying off in the past','FURNITURE',1591,'100<=X<500','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',y,n,34,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','FURNITURE',2762,'unknown','>=7',1,EMPTY,n,n,'1<X<=2',n,n,25,y,OWN_RES,1,'skilled employee / official',1,y,n,bad
'0<=X<200',18,'existing credits paid back duly till now','USED_CAR',2779,'<100','1<=X<4',1,MALE_MAR,n,n,'2<X<=3',n,n,21,n,RENT,1,'skilled employee / official',1,y,n,good
'unknown',28,'critical account','RADIO/TV',2743,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,29,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'critical account','RADIO/TV',1149,'>=1000','1<=X<4',4,MALE_SINGLE,n,n,'2<X<=3',y,n,46,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',9,'existing credits paid back duly till now','FURNITURE',1313,'<100','>=7',1,MALE_SINGLE,n,n,'>=4',n,n,20,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',18,'critical account',EMPTY,1190,'<100','unemployed',2,EMPTY,n,n,'>=4',n,y,55,n,EMPTY,3,'unemployed/ unskilled  - non-resident',2,n,n,bad
'unknown',5,'existing credits paid back duly till now','RETRAINING',3448,'<100','4<=X<7',1,MALE_SINGLE,n,n,'>=4',y,n,74,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now',EMPTY,11328,'<100','1<=X<4',2,MALE_SINGLE,y,n,'2<X<=3',n,n,29,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'<0',6,'critical account','FURNITURE',1872,'<100','unemployed',4,MALE_SINGLE,n,n,'>=4',n,y,36,n,EMPTY,3,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',24,'critical account',EMPTY,2058,'<100','1<=X<4',4,MALE_DIV,n,n,'1<X<=2',y,n,33,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',9,'existing credits paid back duly till now','FURNITURE',2136,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',y,n,25,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',1484,'unknown','1<=X<4',2,MALE_MAR,n,n,'<=1',y,n,25,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',6,'existing credits paid back duly till now',EMPTY,660,'500<=X<1000','4<=X<7',2,MALE_MAR,n,n,'>=4',y,n,23,n,RENT,1,'unskilled - resident',1,n,n,good
'unknown',24,'critical account','NEW_CAR',1287,'>=1000','>=7',4,EMPTY,n,n,'>=4',y,n,37,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',42,'critical account',EMPTY,3394,'<100','unemployed',4,MALE_SINGLE,y,n,'>=4',n,n,65,n,OWN_RES,2,'unemployed/ unskilled  - non-resident',1,n,n,good
'>=200',12,'all credits at this bank paid back duly','RETRAINING',609,'<100','<1',4,EMPTY,n,n,'<=1',y,n,26,n,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','NEW_CAR',1884,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,39,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',12,'existing credits paid back duly till now','FURNITURE',1620,'<100','1<=X<4',2,EMPTY,y,n,'2<X<=3',n,n,30,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',20,'delay in paying off in the past',EMPTY,2629,'<100','1<=X<4',2,MALE_SINGLE,n,n,'2<X<=3',n,n,29,y,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',12,'existing credits paid back duly till now','EDUCATION',719,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,41,y,OWN_RES,1,'unskilled - resident',2,n,n,bad
'0<=X<200',48,'critical account','FURNITURE',5096,'<100','1<=X<4',2,EMPTY,n,n,'2<X<=3',n,n,30,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',9,'critical account','EDUCATION',1244,'unknown','>=7',4,EMPTY,n,n,'>=4',n,n,41,n,RENT,2,'unskilled - resident',1,n,n,good
'<0',36,'existing credits paid back duly till now','NEW_CAR',1842,'<100','<1',4,EMPTY,n,n,'>=4',n,n,34,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'0<=X<200',7,'existing credits paid back duly till now','RADIO/TV',2576,'<100','1<=X<4',2,MALE_SINGLE,n,y,'1<X<=2',y,n,35,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'>=200',12,'existing credits paid back duly till now','FURNITURE',1424,'unknown','>=7',3,EMPTY,n,n,'>=4',y,n,55,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',15,'delay in paying off in the past',EMPTY,1512,'>=1000','1<=X<4',3,MALE_MAR,n,n,'2<X<=3',n,n,61,y,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',36,'critical account','USED_CAR',11054,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,30,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',6,'existing credits paid back duly till now','RADIO/TV',518,'<100','1<=X<4',3,EMPTY,n,n,'<=1',y,n,29,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',12,'no credits taken','FURNITURE',2759,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,34,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','USED_CAR',2670,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,35,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',24,'existing credits paid back duly till now','NEW_CAR',4817,'<100','4<=X<7',2,MALE_SINGLE,y,n,'2<X<=3',n,n,31,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',24,'existing credits paid back duly till now','USED_CAR',2679,'<100','<1',4,EMPTY,n,n,'<=1',n,y,29,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',11,'critical account','NEW_CAR',3905,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,36,n,RENT,2,'skilled employee / official',2,n,n,good
'<0',12,'existing credits paid back duly till now','USED_CAR',3386,'<100','>=7',3,MALE_SINGLE,n,n,'>=4',n,y,35,n,EMPTY,1,'skilled employee / official',1,y,n,bad
'<0',6,'existing credits paid back duly till now',EMPTY,343,'<100','<1',4,EMPTY,n,n,'<=1',y,n,27,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',18,'existing credits paid back duly till now','RADIO/TV',4594,'<100','<1',3,MALE_SINGLE,n,n,'1<X<=2',n,n,32,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',36,'existing credits paid back duly till now','FURNITURE',3620,'<100','1<=X<4',1,MALE_SINGLE,n,y,'1<X<=2',n,n,37,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'<0',15,'existing credits paid back duly till now','NEW_CAR',1721,'<100','<1',2,MALE_SINGLE,n,n,'2<X<=3',y,n,36,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','FURNITURE',3017,'<100','<1',3,EMPTY,n,n,'<=1',y,n,34,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now',EMPTY,754,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,38,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'existing credits paid back duly till now','RETRAINING',1950,'<100','4<=X<7',4,MALE_SINGLE,n,n,'<=1',n,n,34,y,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',24,'existing credits paid back duly till now','USED_CAR',2924,'<100','1<=X<4',3,MALE_SINGLE,n,y,'>=4',n,y,63,y,OWN_RES,1,'skilled employee / official',2,y,n,good
'<0',24,'delay in paying off in the past','RADIO/TV',1659,'<100','<1',4,EMPTY,n,n,'1<X<=2',n,n,29,n,RENT,1,'unskilled - resident',1,y,n,bad
'unknown',48,'delay in paying off in the past','RADIO/TV',7238,'unknown','>=7',3,MALE_SINGLE,n,n,'2<X<=3',n,n,32,y,OWN_RES,2,'skilled employee / official',2,n,n,good
'unknown',33,'delay in paying off in the past','RETRAINING',2764,'<100','1<=X<4',2,EMPTY,n,n,'1<X<=2',n,n,26,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',24,'delay in paying off in the past','USED_CAR',4679,'<100','4<=X<7',3,MALE_SINGLE,n,n,'2<X<=3',n,n,35,n,OWN_RES,2,'unskilled - resident',1,y,n,good
'0<=X<200',24,'existing credits paid back duly till now','RADIO/TV',3092,'100<=X<500','<1',3,MALE_MAR,n,n,'1<X<=2',n,n,22,n,RENT,1,'skilled employee / official',1,y,n,bad
'<0',6,'existing credits paid back duly till now','EDUCATION',448,'<100','<1',4,EMPTY,n,n,'>=4',n,n,23,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',9,'existing credits paid back duly till now','NEW_CAR',654,'<100','1<=X<4',4,MALE_SINGLE,n,n,'2<X<=3',n,n,28,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'unknown',6,'existing credits paid back duly till now',EMPTY,1238,'unknown','unemployed',4,MALE_SINGLE,n,n,'>=4',n,n,36,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'0<=X<200',18,'critical account','RADIO/TV',1245,'<100','1<=X<4',4,MALE_MAR,n,n,'1<X<=2',n,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',18,'no credits taken','FURNITURE',3114,'<100','<1',1,EMPTY,n,n,'>=4',n,n,26,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',39,'existing credits paid back duly till now','USED_CAR',2569,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'>=200',24,'existing credits paid back duly till now','RADIO/TV',5152,'<100','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,25,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','RETRAINING',1037,'100<=X<500','4<=X<7',3,MALE_SINGLE,n,n,'>=4',y,n,39,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'<0',15,'critical account','FURNITURE',1478,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,44,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'0<=X<200',12,'critical account','RADIO/TV',3573,'<100','1<=X<4',1,EMPTY,n,n,'<=1',y,n,23,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','NEW_CAR',1201,'<100','<1',4,MALE_SINGLE,n,n,'<=1',n,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',30,'existing credits paid back duly till now','FURNITURE',3622,'>=1000','>=7',4,EMPTY,n,n,'>=4',n,n,57,n,RENT,2,'skilled employee / official',1,y,n,good
'unknown',15,'delay in paying off in the past','FURNITURE',960,'>=1000','4<=X<7',3,EMPTY,n,n,'1<X<=2',n,n,30,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',12,'critical account','NEW_CAR',1163,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,44,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',6,'delay in paying off in the past','NEW_CAR',1209,'<100','unemployed',4,MALE_SINGLE,n,n,'>=4',n,n,47,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',12,'existing credits paid back duly till now','RADIO/TV',3077,'<100','1<=X<4',2,MALE_SINGLE,n,n,'>=4',n,n,52,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',24,'existing credits paid back duly till now','NEW_CAR',3757,'<100','>=7',4,EMPTY,y,n,'>=4',n,y,62,n,EMPTY,1,'skilled employee / official',1,y,n,good
'unknown',10,'existing credits paid back duly till now','NEW_CAR',1418,'100<=X<500','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',y,n,35,n,RENT,1,'unskilled - resident',1,n,y,good
'unknown',6,'existing credits paid back duly till now','NEW_CAR',3518,'<100','1<=X<4',2,MALE_SINGLE,n,y,'2<X<=3',n,n,26,n,RENT,1,'skilled employee / official',1,n,n,good
'unknown',12,'critical account','RADIO/TV',1934,'<100','>=7',2,MALE_SINGLE,n,n,'1<X<=2',n,y,26,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',27,'no credits taken','RETRAINING',8318,'<100','>=7',2,EMPTY,n,n,'>=4',n,y,42,n,EMPTY,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',6,'critical account','RADIO/TV',1237,'100<=X<500','1<=X<4',1,EMPTY,n,n,'<=1',n,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',6,'existing credits paid back duly till now','RADIO/TV',368,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,38,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',12,'critical account','NEW_CAR',2122,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',y,n,39,n,RENT,2,'unskilled - resident',2,n,y,good
'<0',24,'existing credits paid back duly till now','FURNITURE',2996,'unknown','1<=X<4',2,MALE_MAR,n,n,'>=4',n,n,20,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',36,'existing credits paid back duly till now','FURNITURE',9034,'100<=X<500','<1',4,MALE_SINGLE,y,n,'<=1',n,y,29,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',24,'critical account','FURNITURE',1585,'<100','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,40,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',18,'existing credits paid back duly till now','RADIO/TV',1301,'<100','>=7',4,MALE_MAR,n,y,'1<X<=2',y,n,32,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'>=200',6,'critical account','NEW_CAR',1323,'100<=X<500','>=7',2,MALE_DIV,n,n,'>=4',n,n,28,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'<0',24,'existing credits paid back duly till now','NEW_CAR',3123,'<100','<1',4,EMPTY,n,n,'<=1',n,n,27,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',36,'existing credits paid back duly till now','USED_CAR',5493,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',n,y,42,n,EMPTY,1,'skilled employee / official',2,n,n,good
'>=200',9,'existing credits paid back duly till now','RADIO/TV',1126,'100<=X<500','>=7',2,MALE_DIV,n,n,'>=4',y,n,49,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',24,'critical account','RADIO/TV',1216,'100<=X<500','<1',4,MALE_SINGLE,n,n,'>=4',n,y,38,y,OWN_RES,2,'skilled employee / official',2,n,n,bad
'<0',24,'existing credits paid back duly till now','NEW_CAR',1207,'<100','<1',4,EMPTY,n,n,'>=4',n,n,24,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',10,'existing credits paid back duly till now','NEW_CAR',1309,'unknown','1<=X<4',4,MALE_SINGLE,n,y,'>=4',n,n,27,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'>=200',15,'critical account','USED_CAR',2360,'500<=X<1000','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,n,36,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',15,'all credits at this bank paid back duly','NEW_CAR',6850,'100<=X<500','unemployed',1,MALE_SINGLE,n,n,'1<X<=2',n,n,34,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,bad
'unknown',24,'existing credits paid back duly till now','RADIO/TV',1413,'<100','1<=X<4',4,MALE_MAR,n,n,'1<X<=2',n,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',39,'existing credits paid back duly till now','USED_CAR',8588,'100<=X<500','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,45,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',12,'existing credits paid back duly till now','NEW_CAR',759,'<100','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',y,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',36,'existing credits paid back duly till now','USED_CAR',4686,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,y,32,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'>=200',15,'existing credits paid back duly till now','RETRAINING',2687,'<100','4<=X<7',2,MALE_SINGLE,n,n,'>=4',n,n,26,n,RENT,1,'skilled employee / official',1,y,n,good
'0<=X<200',12,'delay in paying off in the past','RADIO/TV',585,'<100','1<=X<4',4,MALE_MAR,y,n,'>=4',y,n,20,n,RENT,2,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','NEW_CAR',2255,'unknown','<1',4,MALE_SINGLE,n,n,'<=1',n,n,54,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',6,'critical account','NEW_CAR',609,'<100','4<=X<7',4,EMPTY,n,n,'2<X<=3',n,n,37,n,OWN_RES,2,'skilled employee / official',1,n,y,good
'<0',6,'critical account','NEW_CAR',1361,'<100','<1',2,MALE_SINGLE,n,n,'>=4',y,n,40,n,OWN_RES,1,'unskilled - resident',2,n,y,good
'unknown',36,'critical account','FURNITURE',7127,'<100','<1',2,EMPTY,n,n,'>=4',n,n,23,n,RENT,2,'skilled employee / official',1,y,n,bad
'<0',6,'existing credits paid back duly till now','NEW_CAR',1203,'100<=X<500','>=7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,43,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',6,'critical account','RADIO/TV',700,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,36,n,EMPTY,2,'skilled employee / official',1,n,n,good
'unknown',24,'critical account',EMPTY,5507,'<100','>=7',3,MALE_SINGLE,n,n,'>=4',n,y,44,n,EMPTY,2,'skilled employee / official',1,n,n,good
'<0',18,'existing credits paid back duly till now','RADIO/TV',3190,'<100','1<=X<4',2,EMPTY,n,n,'1<X<=2',y,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',48,'no credits taken','FURNITURE',7119,'<100','1<=X<4',3,MALE_SINGLE,n,n,'>=4',n,y,53,n,EMPTY,2,'skilled employee / official',2,n,n,bad
'unknown',24,'existing credits paid back duly till now','USED_CAR',3488,'100<=X<500','4<=X<7',3,EMPTY,n,n,'>=4',n,n,23,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',18,'existing credits paid back duly till now','RADIO/TV',1113,'<100','1<=X<4',4,EMPTY,n,y,'>=4',y,n,26,n,OWN_RES,1,'unskilled - resident',2,n,n,good
'0<=X<200',26,'existing credits paid back duly till now','USED_CAR',7966,'<100','<1',2,MALE_SINGLE,n,n,'2<X<=3',n,n,30,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',15,'critical account','EDUCATION',1532,'100<=X<500','1<=X<4',4,EMPTY,n,n,'2<X<=3',n,n,31,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',4,'critical account','RADIO/TV',1503,'<100','4<=X<7',2,MALE_SINGLE,n,n,'<=1',y,n,42,n,OWN_RES,2,'unskilled - resident',2,n,n,good
'<0',36,'existing credits paid back duly till now','RADIO/TV',2302,'<100','1<=X<4',4,MALE_DIV,n,n,'>=4',n,n,31,n,RENT,1,'skilled employee / official',1,n,n,bad
'<0',6,'existing credits paid back duly till now','NEW_CAR',662,'<100','<1',3,MALE_SINGLE,n,n,'>=4',y,n,41,n,OWN_RES,1,'unskilled - resident',2,y,n,good
'0<=X<200',36,'existing credits paid back duly till now','EDUCATION',2273,'<100','4<=X<7',3,MALE_SINGLE,n,n,'<=1',n,n,32,n,OWN_RES,2,'skilled employee / official',2,n,n,good
'0<=X<200',15,'existing credits paid back duly till now','NEW_CAR',2631,'100<=X<500','1<=X<4',2,EMPTY,n,n,'>=4',n,n,28,n,RENT,2,'skilled employee / official',1,y,n,bad
'unknown',12,'delay in paying off in the past','USED_CAR',1503,'<100','1<=X<4',4,MALE_MAR,n,n,'>=4',y,n,41,n,RENT,1,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',1311,'100<=X<500','4<=X<7',4,MALE_MAR,n,n,'2<X<=3',n,n,26,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',3105,'unknown','<1',4,MALE_SINGLE,n,n,'1<X<=2',n,n,25,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'>=200',21,'critical account','EDUCATION',2319,'<100','<1',2,MALE_DIV,n,n,'<=1',n,n,33,n,RENT,1,'skilled employee / official',1,n,n,bad
'<0',6,'existing credits paid back duly till now','NEW_CAR',1374,'unknown','unemployed',4,EMPTY,n,n,'2<X<=3',n,n,75,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',18,'critical account','FURNITURE',3612,'<100','>=7',3,EMPTY,n,n,'>=4',n,n,37,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',48,'existing credits paid back duly till now','NEW_CAR',7763,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,42,y,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,bad
'>=200',18,'existing credits paid back duly till now','FURNITURE',3049,'<100','<1',1,EMPTY,n,n,'<=1',n,n,45,y,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',1534,'<100','<1',1,MALE_MAR,n,n,'<=1',y,n,23,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',24,'delay in paying off in the past','NEW_CAR',2032,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,60,n,EMPTY,2,'skilled employee / official',1,y,n,good
'<0',30,'existing credits paid back duly till now','FURNITURE',6350,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,31,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'>=200',18,'existing credits paid back duly till now','FURNITURE',2864,'<100','1<=X<4',2,MALE_SINGLE,n,n,'<=1',y,n,34,n,OWN_RES,1,'unskilled - resident',2,n,n,bad
'unknown',12,'critical account','NEW_CAR',1255,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,61,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'<0',24,'delay in paying off in the past','NEW_CAR',1333,'<100','unemployed',4,MALE_SINGLE,n,n,'1<X<=2',y,n,43,n,EMPTY,2,'skilled employee / official',2,n,n,bad
'unknown',24,'critical account','NEW_CAR',2022,'<100','1<=X<4',4,EMPTY,n,n,'>=4',n,n,37,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',1552,'<100','4<=X<7',3,MALE_SINGLE,n,n,'<=1',n,n,32,y,OWN_RES,1,'skilled employee / official',2,n,n,good
'<0',12,'all credits at this bank paid back duly','RADIO/TV',626,'<100','1<=X<4',4,EMPTY,n,n,'>=4',y,n,24,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'unknown',48,'critical account','USED_CAR',8858,'unknown','4<=X<7',2,MALE_SINGLE,n,n,'<=1',n,y,35,n,EMPTY,2,'skilled employee / official',1,y,n,good
'unknown',12,'critical account',EMPTY,996,'unknown','4<=X<7',4,EMPTY,n,n,'>=4',y,n,23,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',6,'all credits at this bank paid back duly','RADIO/TV',1750,'500<=X<1000','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,45,y,OWN_RES,1,'unskilled - resident',2,n,n,good
